kind,etag,id,publishedAt,channelId,title,description,url,channelTitle,playlistId,position,videoId,videoOwnerChannelTitle,videoOwnerChannelId,Discogged
youtube#playlistItem,IimnEIbFlb4HvFQVxl3Qvaa0KPM,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnBDUUFyamZMU1RF,2026-03-25T10:27:40Z,UCtmkggMhXf1y4k5dzIsiYRA,BJ Duck - A Bear Needs Love Too,"Label: Big Bear
Country: UK 🇬🇧
Release: 2003

🧸

Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/52152-BJ-Duck-Big-Black-Wax

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic",https://i.ytimg.com/vi/pCQArjfLSTE/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,0,pCQArjfLSTE,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,h8a7eoB2l2tvZyAZFC9t2BQScCs,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlFISm1hR0FDem93,2026-03-22T17:00:29Z,UCtmkggMhXf1y4k5dzIsiYRA,Zwap - Piche Dj (Tchoufa Figua Mix),"Label: Barclay
Country: France 🇫🇷
Release: 1992

I have no words to describe this 90's House/Techno beauty, so I'll just put what's written on the back of the sleeve:
""Piche DJ: Nom vulgaire de pichulus doujis doujis.
Genre d'insecte hémipèdre propre aux pays chauds méditerranéens; l'abdomen du mâle porte à la base une sorte de double tambour qui produit des bruits stridents et répétés. C'est un insecte nocturne, remarquable par la facilité avec laquelle il imite la voix humaine. (Ex: un Piche de DJ peut en cacher un autre).""
For those who don't understand french it's talking about an insect that lives in the night and that have a drum instead of a belly, and that imitates human voices easily.
So cheers to those Piche DJ insects and hope you enjoy the ride !

Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/2664640-Zwap-Piche-Dj-Special-Remix

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic",https://i.ytimg.com/vi/QHJmaGACzow/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,1,QHJmaGACzow,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,NtvQGS2rxymrYKRvmrQAj9RzaEw,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmhQbnVUTTV1QURn,2026-03-18T21:20:40Z,UCtmkggMhXf1y4k5dzIsiYRA,Funky Junction & Mowree – After Dark (Sanctuary's Mix),"Label: Empire State Records
Country: US 🇺🇸
Release: 2003

Let's call this HFFH: Heavy Funky Filtered House 
I love how the bassline is processed, so subtle it's even hard to distinguish but yet it brings some amazing groove to the party ! 
I also like the build-up, and that filtered snare !
Great great loopy tool to bring in some energy !
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/231431-Funky-Junction-Mowree-After-Dark

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic",https://i.ytimg.com/vi/hPnuTM5uADg/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,2,hPnuTM5uADg,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,mnB0qXPQULxjopvBHkxomPZ4hKM,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlJ5UVdsNGEwelc0,2026-03-15T11:08:37Z,UCtmkggMhXf1y4k5dzIsiYRA,Soul Creatures Featuring Gill Hicks – Mystery To You (Creative Broken Dub),"Label: Touchdown Recordings
Country: UK 🇬🇧
Release: 2000

You heard the B side before and there goes the A side for some very good broken dubby deep house ! Bassline is rocking !
Seems like mastering's a bit stifled though and the rip's not helping.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/2034736-Soul-Creatures-Featuring-Gill-Hicks-Mystery-To-You

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic",https://i.ytimg.com/vi/RyQWl4a0zW4/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,3,RyQWl4a0zW4,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,zcq3MvfPlwD-oyZatZFG-Enw3pU,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlA4X1NCOW9vbjF3,2026-03-11T11:26:53Z,UCtmkggMhXf1y4k5dzIsiYRA,Culture Beat Featuring Jo Van Nelsen – Cherry Lips (Magic Vocal Mix -- English),"Label: Epic
Country: US 🇺🇸
Release: 1989

I know this one's a classic and I do prefer the German version but this English Extended version was not on Youtube so I thought it deserved an upload.
Crazy Music.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/235857-Culture-Beat-Featuring-Jo-Van-Nelsen-Cherry-Lips

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/P8_SB9oon1w/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,4,P8_SB9oon1w,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,zhr1q78jGWGC3nAZ85E3uOpfbEE,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkJEVUYwa0ZSMHZF,2026-03-08T11:54:01Z,UCtmkggMhXf1y4k5dzIsiYRA,"Diva Surprise Feat Georgia Jones – But, I Still Love You (WT Dub Mix)","Label: Scorpio Music
Country: France 🇫🇷
Release: 1999

Emotions and Sweetness, I still love you !
This one features in a podcast I registered for Beau Mot Plage that was released exactly one year ago ! https://soundcloud.com/beaumotplage/podcast-beau-mot-plage-704-joz

Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/2666610-Diva-Surprise-Feat-Georgia-Jones-But-I-Still-Love-You

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/BDUF0kFR0vE/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,5,BDUF0kFR0vE,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,q9nnFXQx7kAQuk4wDNZcDF6gQQU,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmljYkQ0bENNR3R3,2026-03-05T18:33:56Z,UCtmkggMhXf1y4k5dzIsiYRA,Ness – Jam Box (Album Version),"Label: Universal Licensing Music (ULM)
Country: France 🇫🇷
Release: 2000

I was nowhere near imagining the music hidden behind this funny Cover.
I like to try and figuring out the music just looking at covers, but here I was totally stuck. 
You can imagine my feeling while discovering this was some crazy underground funky french touch.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/2074195-Ness-Jam-Box

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/icbD4lCMGtw/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,6,icbD4lCMGtw,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,zKMibZoIY79E33GPYFu5Md5zP-U,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLi1teXlCamhkTEQw,2026-03-02T16:23:30Z,UCtmkggMhXf1y4k5dzIsiYRA,Soul Creatures Featuring Gill Hicks – Mystery To You (Classic Disco Instrumental),"Label: Touchdown Recordings
Country: UK 🇬🇧
Release: 2000

Emotional Deep House ☀️
Don't know if it's my vinyl/rip quality but I sense a bit of a lo-fi vibe here.
But I can tell you this is not classic disco 🤪
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/2034736-Soul-Creatures-Featuring-Gill-Hicks-Mystery-To-You

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/-myyBjhdLD0/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,7,-myyBjhdLD0,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,_RpOqnt6Fr4RhF0aUsZ8zpU8hYE,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjVsTktTaDBhSmJN,2026-02-26T16:01:24Z,UCtmkggMhXf1y4k5dzIsiYRA,Kira – Hot Child In The City (House Mix),"Label: Relentless Recordings 
Country: US 🇺🇸
Release: 1990

The original House Music, from US 1990.

Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/2488086-Kira-Hot-Child-In-The-City

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/5lNKSh0aJbM/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,8,5lNKSh0aJbM,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,d_12qk56c6WoxP849b_35l-fVJs,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlAtZjk5VXByckM4,2026-02-23T15:15:37Z,UCtmkggMhXf1y4k5dzIsiYRA,Outreach – Can't Stop Loving (Mutagen Remix),"Label: Respect! Records
Country: Germany 🇩🇪
Release: 1997

Early Dub Tech House. 
I really like the early tech house vibe; the boundary of the genre was not really defined yet and you can really here the House & the Techno influences. 
On this one we cleary hear that Techno influence; and add to that that Dub imprint and you got your groover.
Just a bit sad about that shorten rim shot/hat that sound a bit of sometimes.
I also like the A1 there and will surely upload it later.
Keen to know more about Mutagen, Outreach and this Respect! Records.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/721893-Outreach-Cant-Stop-Loving

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/P-f99UprrC8/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,9,P-f99UprrC8,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,wHKN7iCyM4aHtkQN5X4OPNdVCDE,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmh1bUJyVnJZWVRr,2026-02-20T09:00:19Z,UCtmkggMhXf1y4k5dzIsiYRA,Ava Cherry – Fever (Orlando Mix),"Label: Bull & Butcher Recordings
Country: Italy 🇮🇹
Release: 1991

Undefined sweet candy 🍬 (House)
We're getting emotional for the 100th upload of the channel !
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/1347254-Ava-Cherry-Fever

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/humBrVrYYTk/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,10,humBrVrYYTk,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,xzDZjusmv7MhNMs93HGrklA04bo,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjFVX0FPell1N1dF,2026-02-17T16:05:23Z,UCtmkggMhXf1y4k5dzIsiYRA,Solimoto! – Africa Moves Me (Untitled A),"Label: Larkin Records
Country: UK 🇬🇧
Release: 2002

Ready for some Tribal Action ?
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/2082696-Solimoto-Africa-Moves-Me

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/1U_AOzYu7WE/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,11,1U_AOzYu7WE,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,K0Otjig6ReVxAkTjeC0BCcWJsb8,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLndJdjFPUnk1VGJR,2026-02-14T16:23:16Z,UCtmkggMhXf1y4k5dzIsiYRA,System 7 Featuring Ultra Naté – Altitude (Paradox) (Life Is A Paradox Mix),"Label: 10 Records
Country: UK 🇬🇧
Release: 1992

Very surprised that this classic was not on the tube yet ! 
True Music.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/master/19932-System-7-Featuring-Ultra-Nat%C3%A9-Altitude/image/SW1hZ2U6MTU2ODU3Mw==

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/wIv1ORy5TbQ/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,12,wIv1ORy5TbQ,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,jA0DYxZt-K73Lt7X_C66Q2Qe0fE,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmRiNElMZWdRX3NV,2026-02-11T11:04:46Z,UCtmkggMhXf1y4k5dzIsiYRA,Sir Piers Ft. Monique Bingham - Fools Got Nothin' (Reel People Dub),"Label: Curious
Country: UK 🇬🇧
Release: 2005

Broken Deep House with heavyy bassline.
I'm so hooked with this dreamy pad on the background.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/538153-Sir-Piers-Ft-Monique-Bingham-Fools-Got-Nothin-Part-2-Reel-People-Remixes

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/db4ILegQ_sU/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,13,db4ILegQ_sU,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,WZ4bYqgtSZDI9aFbfzHF9qzjGMs,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnhYUjRrQlRYY3M0,2026-02-08T17:24:12Z,UCtmkggMhXf1y4k5dzIsiYRA,Fabrizio Mammarella – Panorama (Mudd's Claremont 56 Mix),"Label: Hairy Claw 
Country: UK 🇬🇧
Release: 2004

Trippy Tribal Tech House 🧙‍♂️
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/261568-Fabrizio-Mammarella-Panorama

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/xXR4kBTXcs4/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,14,xXR4kBTXcs4,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,TMF34QwSYEYAq71bv--0SPt2GPs,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnhwRkdzcEdZYVJj,2026-02-05T15:55:05Z,UCtmkggMhXf1y4k5dzIsiYRA,Katshi - Viens Me (Magnetic Groove Special Version),"Label: Omnisonus 
Country: France 🇫🇷
Release: 1997

I like this Trancy House vibe ! Too bad the intro and outro are a bit short in time. Would fancy a small edit.
Fun to see a Laurent Wolf remix on the other side if you like EDM ahah
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/1194117-Katshi-Viens-Me-Les-Remixes

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/xpFGspGYaRc/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,15,xpFGspGYaRc,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,z5XvK40dYPKxcZ4KXBMTPRndxVI,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlhvNWdKNmo4aVM4,2026-02-02T14:57:05Z,UCtmkggMhXf1y4k5dzIsiYRA,David Panda – Cheated (Spatio Club Mix),"Label: Kass Recordings
Country: Sweden 🇸🇪
Release: 2001

Let yourself be carried away on a Classic Deep House ballad.
The groove, the piano, the guitar, the vocal, the bass guitar, the drums - everything's there to ensure the ballad is going smoothly good.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/master/2695853-David-Panda-Cheated

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/Xo5gJ6j8iS8/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,16,Xo5gJ6j8iS8,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,FZDvCiV6ejs8GC0tdb80qVSzYWI,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkpTRnRpUUN3V2tr,2026-01-28T13:38:05Z,UCtmkggMhXf1y4k5dzIsiYRA,Roger Prinz vs. DJ Ren-D – Sandstreet Groove (Original Roger Prinz Mix),"Label: Underworld Recordings 
Country: Germany 🇩🇪
Release: 2001

Prog/Tech House with big muscles and nostalgia.
Sorry for little vinyl jump during first break !
Do not confond with Sandstreet Groove part 2.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/1055430-Roger-Prinz-vs-DJ-Ren-D-Sandstreet-Groove

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/JSFtiQCwWkk/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,17,JSFtiQCwWkk,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,yTxoNcGP3aEVQZRrYoyrkteyul8,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnJjVFJtY2hJb1pn,2026-01-25T16:28:03Z,UCtmkggMhXf1y4k5dzIsiYRA,Jan Driver - Arp Impressions (E & D Mix),"Label: SSOH
Country: France 🇫🇷
Release: 1996

Nice to have a Remix of a track from Jan Driver on the Channel, and brought to us in a Housy manner from E&D. Great vibe !
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/159166-Jan-Driver-Arp-Impressions-French-Remixes

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/rcTRmchIoZg/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,18,rcTRmchIoZg,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,-Hf_bwW688ZlNMQRg1rcJjmr69Q,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkc1dXB1VHpHV3RR,2026-01-22T12:49:32Z,UCtmkggMhXf1y4k5dzIsiYRA,Language Lab - Re-Caffeinate (Bushwacka! Mix),"Label: Kahuna Cuts
Country: UK 🇬🇧
Release: 1999

I love when things are going crazy like this ! 
Don't know how to call this, early electrohouse ? early deep tech house ? just crazy house music ? 
In any case we can hear the sound that Bushwacka! was developing and this is so intersting.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/master/116004-Language-Lab-Re-Caffeinate

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/G5upuTzGWtQ/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,19,G5upuTzGWtQ,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,vIYm_PizZMc-KdAiuD5dF_AUUos,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLk8zRFNXSkVUYkVV,2026-01-19T15:45:30Z,UCtmkggMhXf1y4k5dzIsiYRA,Daniel Achilles – We Like The Music (Original Mix),"Label: Frunk Records Sthlm 
Country: Sweeden 🇸🇪
Release: 2000

I already uploaded the Håkan Lidbo Remix, and here is the original mix ! 
A bit Deeper I would say.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/295908-Daniel-Achilles-We-Like-The-Music

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/O3DSWJETbEU/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,20,O3DSWJETbEU,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,abC4pjdgS316WHG9FpGFWhWr7Wc,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmdVWVhJVHhtWmZJ,2026-01-16T18:59:04Z,UCtmkggMhXf1y4k5dzIsiYRA,MSM (Miami Sound Machine) – Jambala (Eu-Topia Mix),"Label: Crescent Moon Records 
Country: US 🇺🇸
Release: 1994

Prog/Tribal House for your soul, your body and your mind. Love the energy.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/223045-MSM-Miami-Sound-Machine-Donna-Allen-Jambala-Love-Is-The-Thing

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/gUYXITxmZfI/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,21,gUYXITxmZfI,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,IHNCo2lZET5FP0lbsblKAnNnc_w,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLk5nY05YXzU1OUpj,2026-01-13T15:26:10Z,UCtmkggMhXf1y4k5dzIsiYRA,Trik – I'm A Dreamer (Original Mix),"Label: Back Yard Recordings 
Country: UK 🇬🇧
Release: 2003

That's some other Deep Tech House I could picture at an Ibiza beach or on a boat party 🤣
Yet there is something really deep with this track, and I have to say I like every element of it. 
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/131537-Trik-Im-A-Dreamer

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/NgcNX_559Jc/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,22,NgcNX_559Jc,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,8Vep_ly68T63L2t4caJ-6plS91I,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjNyd3JwSWtfbWw4,2026-01-10T16:23:55Z,UCtmkggMhXf1y4k5dzIsiYRA,Hugh K. – Georgia On My Mind (On Your Mind),"Label: Private Life Records
Country: Belgium 🇧🇪
Release: 1992

House music is the best music !
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/master/165072-Hugh-K-Georgia-On-My-Mind

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/3rwrpIk_ml8/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,23,3rwrpIk_ml8,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,M8_c2sRqW1Obj4_R0PcT3dlzdaA,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmtENnNCaVhEbjRn,2026-01-07T18:35:32Z,UCtmkggMhXf1y4k5dzIsiYRA,Nikos – City Of Angels (Heavenly Dub),"Label: Under My Skin Records
Country: US 🇺🇸
Release: 2004

The return of Guitar Deep House !
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/262885-Nikos-City-Of-Angels

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/kD6sBiXDn4g/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,24,kD6sBiXDn4g,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,mZZEtFhjnrqd0C3JXjtu9qx40TQ,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjBBdFZUV0ZDRE5V,2026-01-04T11:24:02Z,UCtmkggMhXf1y4k5dzIsiYRA,Pure Essence – Once You FInd It (Macumba Soul Remix),"Label: Casa Casa Recordings
Country: Spain 🇪🇸
Release: 2004

You heard the Dub Club Mix and now you can hear this Electro Disco ""Macumba Soul"" Remix.
This is for the party !
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/3503208-Pure-Essence-Once-You-FInd-It

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/0AtVTWFCDNU/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,25,0AtVTWFCDNU,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#playlistItem,g7NoF3jQ2dr2JZBOQc5Ch5Om9s0,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnFNZ2FRQUVQNVlN,2026-01-01T20:07:46Z,UCtmkggMhXf1y4k5dzIsiYRA,Unknown Artist – The Love Boot,"Label: No Label
Country: Unknown 🏴
Release Year: Unknown

Lots of mystery for what seems to be an amazing mash up from many samples of famous Disco & House tracks. 
I can recognize one sample: the drums are 100% coming from the Infamous ""Break For Love"" from 1988 Raze (One of my all time House favorite btw). 
Can you help me find where the other samples are coming from ?
Concerning the Unknown artist, a note on Discogs is raising this might be Dj Technics. 
And for the year, it can't be nothing but the 90's.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/3040754-Unknown-Artist-Fantasy-Island-The-Love-Boot

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/qMgaQAEP5YM/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,26,qMgaQAEP5YM,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
youtube#video,EexiZaomuuXgy1M-ayhSVQAuris,VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjRBaUNId0JWcENz,2025-12-29T12:00:09Z,UCtmkggMhXf1y4k5dzIsiYRA,Reel Houze – Can't Live Without You,"Label: Influence:
Country: UK 🇬🇧
Release: 2000

Funky soulfoul House for your mind. 
We're actually on a UK strike of 6 !
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/release/57321-Reel-Houze-Cant-Live-Without-You-Reel-Rock

Track uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. 

Contact IG: @jozmusic_",https://i.ytimg.com/vi/4AiCHwBVpCs/sddefault.jpg,Jozuplodz,UUtmkggMhXf1y4k5dzIsiYRA,27,4AiCHwBVpCs,Jozuplodz,UCtmkggMhXf1y4k5dzIsiYRA,Y
